央视,#genre#
CCTV4,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV4hd-8M.m3u8&sign=06zcwd
CCTV4,http://114.55.117.163:8081/iptv/itv.php?id=CCTV450FPS.m3u8&sign=06zcwd$50FPS
CCTV4,http://ygbh666.cn/aikmigu.php?id=cctv4$咪咕源
CCTV4,http://beijinglive.online.domybox.com:91/live/CCTV4hd-8M/live.m3u8$鹏博士

CCTV4欧洲,https://vip.taoiptv.cn/iptv1.php?id=100125&num=1&sign=06zcwd
CCTV4欧洲,https://vip.taoiptv.cn/iptv2.php?id=100125&num=2&sign=06zcwd
CCTV4欧洲,https://vip.taoiptv.cn/iptv3.php?id=100125&num=3&sign=06zcwd
CCTV4欧洲,http://ygbh666.cn/aikmigu.php?id=cctv4o$咪咕源

CCTV4美洲,https://vip.taoiptv.cn/iptv1.php?id=100130&num=1&sign=06zcwd
CCTV4美洲,https://vip.taoiptv.cn/iptv2.php?id=100130&num=2&sign=06zcwd
CCTV4美洲,https://vip.taoiptv.cn/iptv3.php?id=100130&num=3&sign=06zcwd
CCTV4美洲,http://ygbh666.cn/aikmigu.php?id=cctv4a$咪咕源

CCTV5,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV5hd-8M/live.m3u8
CCTV5,https://vip.taoiptv.cn/source/gitv.php?id=CCTV5hd-8M.m3u8&sign=06zcwd
CCTV5,https://vip.taoiptv.cn/source/gzyx.php?id=4f8e268f178c3b0d2cf82c2997b0346b.m3u8&sign=06zcwd
CCTV5,https://vip.taoiptv.cn/source/itv.php?id=CCTV5HEVC.m3u8&sign=06zcwd$HEVC
CCTV5,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-5-AVS-4K264.m3u8&sign=06zcwd$4K
CCTV5,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV5hd-8M.m3u8&sign=06zcwd
CCTV5,http://114.55.117.163:8081/iptv/itv.php?id=CCTV5HEVC.m3u8&sign=06zcwd$HEVC
CCTV5,http://ygbh666.cn/aikmigu.php?id=cctv5$咪咕源
CCTV5,http://beijinglive.online.domybox.com:91/live/CCTV5hd-8M/live.m3u8$鹏博士

CCTV5+,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV5+hd-8M/live.m3u8
CCTV5+,https://vip.taoiptv.cn/source/gitv.php?id=CCTV5%2Bhd-8M.m3u8&sign=06zcwd
CCTV5+,https://vip.taoiptv.cn/source/gzyx.php?id=33cf15c8ece66fe3c41d2e4ec707ef59.m3u8&sign=06zcwd
CCTV5+,https://vip.taoiptv.cn/source/itv.php?id=CCTV5pHEVC.m3u8&sign=06zcwd$HEVC
CCTV5+,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-5PLUS-HD-265-5M.m3u8&sign=06zcwd
CCTV5+,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV5phd-8M.m3u8&sign=06zcwd
CCTV5+,http://114.55.117.163:8081/iptv/itv.php?id=CCTV5pHEVC.m3u8&sign=06zcwd$HEVC
CCTV5+,http://ygbh666.cn/aikmigu.php?id=cctv5p$咪咕源
CCTV5+,http://beijinglive.online.domybox.com:91/live/CCTV5+hd-8M/live.m3u8$鹏博士

CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0
CCTV6,https://epg.pw/stream/c2a78d34141bd7ad12b19b2ab7f3f60f2b8a4c3bdd5c573889aad5bc3b331fe1.m3u8
CCTV6,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV6hd-8M/live.m3u8
CCTV6,https://vip.taoiptv.cn/source/gitv.php?id=CCTV6hd-8M.m3u8&sign=06zcwd
CCTV6,https://vip.taoiptv.cn/source/gzyx.php?id=f590aa425023d9a327fa1b69678f51e7.m3u8&sign=06zcwd
CCTV6,https://vip.taoiptv.cn/source/itv.php?id=CCTV650FPS.m3u8&sign=06zcwd$50FPS
CCTV6,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-6-AVS-4K264.m3u8&sign=06zcwd
CCTV6,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV6hd-8M.m3u8&sign=06zcwd
CCTV6,http://114.55.117.163:8081/iptv/itv.php?id=CCTV650FPS.m3u8&sign=06zcwd$50FPS
CCTV6,http://114.55.117.163:8085/ysp/cctv6?id=.m3u8&sign=06zcwd
CCTV6,http://ygbh666.cn/aikmigu.php?id=cctv6$咪咕源
CCTV6,http://beijinglive.online.domybox.com:91/live/CCTV6hd-8M/live.m3u8$鹏博士

CCTV7,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV7hd-8M/live.m3u8
CCTV7,https://vip.taoiptv.cn/source/gitv.php?id=CCTV7hd-8M.m3u8&sign=06zcwd
CCTV7,https://vip.taoiptv.cn/source/gzyx.php?id=3fa4584c5de70fde94692563299e998c.m3u8&sign=06zcwd
CCTV7,https://vip.taoiptv.cn/source/itv.php?id=CCTV750FPS.m3u8&sign=06zcwd$50FPS
CCTV7,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-7-HQ.m3u8&sign=06zcwd
CCTV7,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV7hd-8M.m3u8&sign=06zcwd
CCTV7,http://114.55.117.163:8081/iptv/itv.php?id=CCTV750FPS.m3u8&sign=06zcwd$50FPS
CCTV7,http://ygbh666.cn/aikmigu.php?id=cctv7$咪咕源
CCTV7,http://beijinglive.online.domybox.com:91/live/CCTV7hd-8M/live.m3u8$鹏博士

CCTV8,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV8hd-8M/live.m3u8
CCTV8,https://vip.taoiptv.cn/source/gitv.php?id=CCTV8hd-8M.m3u8&sign=06zcwd
CCTV8,https://vip.taoiptv.cn/source/gzyx.php?id=b755332610506fe4746830b72438ae86.m3u8&sign=06zcwd
CCTV8,https://vip.taoiptv.cn/source/itv.php?id=CCTV8HEVC.m3u8&sign=06zcwd$HEVC
CCTV8,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-8-AVS-4K264.m3u8&sign=06zcwd$4K
CCTV8,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV8hd-8M.m3u8&sign=06zcwd
CCTV8,http://114.55.117.163:8081/iptv/itv.php?id=CCTV8HEVC.m3u8&sign=06zcwd$HEVC
CCTV8,http://ygbh666.cn/aikmigu.php?id=cctv8$咪咕源
CCTV8,http://beijinglive.online.domybox.com:91/live/CCTV8hd-8M/live.m3u8$鹏博士

CCTV9,https://vip.taoiptv.cn/source/gitv.php?id=CCTV9hd-8M.m3u8&sign=06zcwd
CCTV9,https://vip.taoiptv.cn/source/gzyx.php?id=0f8ce350b1250e8e50f4d1b10042b1c5.m3u8&sign=06zcwd
CCTV9,https://vip.taoiptv.cn/source/itv.php?id=CCTV950FPS.m3u8&sign=06zcwd$50FPS
CCTV9,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-9.m3u8&sign=06zcwd
CCTV9,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV9hd-8M.m3u8&sign=06zcwd
CCTV9,http://114.55.117.163:8081/iptv/itv.php?id=CCTV950FPS.m3u8&sign=06zcwd$50FPS
CCTV9,http://ygbh666.cn/aikmigu.php?id=cctv9$咪咕源
CCTV9,http://beijinglive.online.domybox.com:91/live/CCTV9hd-8M/live.m3u8$鹏博士

CCTV10,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV10hd-8M/live.m3u8
CCTV10,https://vip.taoiptv.cn/source/gitv.php?id=CCTV10hd-8M.m3u8&sign=06zcwd
CCTV10,https://vip.taoiptv.cn/source/gzyx.php?id=a1a56acc29d03965227b40ff665e2377.m3u8&sign=06zcwd
CCTV10,https://vip.taoiptv.cn/source/itv.php?id=CCTV1050FPS.m3u8&sign=06zcwd$50FPS
CCTV10,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-10-HQ.m3u8&sign=06zcwd
CCTV10,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV10hd-8M.m3u8&sign=06zcwd
CCTV10,http://114.55.117.163:8081/iptv/itv.php?id=CCTV1050FPS.m3u8&sign=06zcwd$50FPS
CCTV10,http://ygbh666.cn/aikmigu.php?id=cctv10$咪咕源
CCTV10,http://beijinglive.online.domybox.com:91/live/CCTV10hd-8M/live.m3u8$鹏博士

CCTV11,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV11hd-8M/live.m3u8
CCTV11,https://vip.taoiptv.cn/source/gitv.php?id=CCTV11hd-8M.m3u8&sign=06zcwd
CCTV11,https://vip.taoiptv.cn/source/gzyx.php?id=f73d2482318583c3ba7513b4e21d4a48.m3u8&sign=06zcwd
CCTV11,https://vip.taoiptv.cn/source/itv.php?id=CCTV1150FPS.m3u8&sign=06zcwd$50FPS
CCTV11,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-11-HQ.m3u8&sign=06zcwd
CCTV11,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV11hd-8M.m3u8&sign=06zcwd
CCTV11,http://114.55.117.163:8081/iptv/itv.php?id=CCTV1150FPS.m3u8&sign=06zcwd$50FPS
CCTV11,http://ygbh666.cn/aikmigu.php?id=cctv11$咪咕源
CCTV11,http://beijinglive.online.domybox.com:91/live/CCTV11hd-8M/live.m3u8$鹏博士

CCTV12,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV12hd-8M/live.m3u8
CCTV12,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV12hd-8M.m3u8&sign=06zcwd
CCTV12,http://114.55.117.163:8081/iptv/itv.php?id=CCTV1250FPS.m3u8&sign=06zcwd$50FPS
CCTV12,https://vip.taoiptv.cn/source/gitv.php?id=CCTV12hd-8M.m3u8&sign=06zcwd
CCTV12,https://vip.taoiptv.cn/source/gzyx.php?id=113eb2f0bd0ca6cf1779140bd1bb525f.m3u8&sign=06zcwd
CCTV12,https://vip.taoiptv.cn/source/itv.php?id=CCTV1250FPS.m3u8&sign=06zcwd$50FPS
CCTV12,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv12.m3u8&sign=06zcwd
CCTV12,http://ygbh666.cn/aikmigu.php?id=cctv12$咪咕源
CCTV12,http://beijinglive.online.domybox.com:91/live/CCTV12hd-8M/live.m3u8$鹏博士

CCTV13,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV13-1500k/live.m3u8
CCTV13,https://vip.taoiptv.cn/source/gzyx.php?id=9bd0e0cf065e0ea9f5adfb9f0bad355e.m3u8&sign=06zcwd
CCTV13,https://vip.taoiptv.cn/source/itv.php?id=CCTV1350FPS.m3u8&sign=06zcwd$50FPS
CCTV13,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-13-HQ.m3u8&sign=06zcwd
CCTV13,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV13-1500k.m3u8&sign=06zcwd
CCTV13,http://114.55.117.163:8081/iptv/itv.php?id=CCTV1350FPS.m3u8&sign=06zcwd$50FPS
CCTV13,http://ygbh666.cn/aikmigu.php?id=cctv13$咪咕源
CCTV13,http://beijinglive.online.domybox.com:91/live/CCTV13hd-8M/live.m3u8$鹏博士

CCTV14,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV14hd-8M/live.m3u8
CCTV14,https://vip.taoiptv.cn/source/gitv.php?id=CCTV14hd-8M.m3u8&sign=06zcwd
CCTV14,https://vip.taoiptv.cn/source/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=06zcwd
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=06zcwd$50FPS
CCTV14,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv14.m3u8&sign=06zcwd
CCTV14,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV14hd-8M.m3u8&sign=06zcwd
CCTV14,http://114.55.117.163:8081/iptv/itv.php?id=CCTV1450FPS.m3u8&sign=06zcwd$50FPS
CCTV14,http://ygbh666.cn/aikmigu.php?id=cctv14$咪咕源
CCTV14,http://beijinglive.online.domybox.com:91/live/CCTV14hd-8M/live.m3u8$鹏博士

CCTV15,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV15hd-8M/live.m3u8
CCTV15,https://vip.taoiptv.cn/source/gitv.php?id=CCTV15hd-8M.m3u8&sign=06zcwd
CCTV15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=06zcwd
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=06zcwd$50FPS
CCTV15,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-15.m3u8&sign=06zcwd
CCTV15,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV15hd-8M.m3u8&sign=06zcwd
CCTV15,http://114.55.117.163:8081/iptv/itv.php?id=CCTV1550FPS.m3u8&sign=06zcwd$50FPS
CCTV15,http://ygbh666.cn/aikmigu.php?id=cctv15$咪咕源
CCTV15,http://beijinglive.online.domybox.com:91/live/CCTV15hd-8M/live.m3u8$鹏博士

CCTV16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=06zcwd
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=06zcwd$4K HEVC
CCTV16,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-16-CQ.m3u8&sign=06zcwd
CCTV16,http://114.55.117.163:8081/iptv/itv.php?id=CCTV164KHEVC.m3u8&sign=06zcwd$4K HEVC
CCTV16,http://beijinglive.online.domybox.com:91/live/CCTV16hd-8M/live.m3u8$鹏博士

CCTV17,https://vip.taoiptv.cn/source/itv.php?id=CCTV17HEVC.m3u8&sign=06zcwd$HEVC
CCTV17,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-17-HD.m3u8&sign=06zcwd
CCTV17,http://114.55.117.163:8081/iptv/itv.php?id=CCTV17HEVC.m3u8&sign=06zcwd$HEVC
CCTV17,http://ygbh666.cn/aikmigu.php?id=cctv17$咪咕源
CCTV17,http://beijinglive.online.domybox.com:91/live/CCTV17hd-8M/live.m3u8$鹏博士

CCTV4K,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-4K-HD.m3u8&sign=06zcwd$4K

CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,https://vip.taoiptv.cn/source/itv.php?id=CGTN.m3u8&sign=06zcwd
CGTN,http://114.55.117.163:8081/iptv/itv.php?id=CGTN.m3u8&sign=06zcwd
CGTN,http://beijinglive.online.domybox.com:91/live/CCTVNEWS-1500k/live.m3u8$鹏博士

CGTN记录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN记录,https://vip.taoiptv.cn/source/itv.php?id=CGTN记录.m3u8&sign=06zcwd
CGTN记录,http://114.55.117.163:8081/iptv/itv.php?id=CGTN记录.m3u8&sign=06zcwd
CGTN记录,http://ygbh666.cn/aikmigu.php?id=cgtnjl$咪咕源

CETV1,https://vip.taoiptv.cn/source/gitv.php?id=CETV1hd-8M.m3u8&sign=06zcwd
CETV1,https://vip.taoiptv.cn/source/itv.php?id=中国教育电视台1.m3u8&sign=06zcwd
CETV1,http://114.55.117.163:8081/iptv/gitv.php?id=CETV1hd-8M.m3u8&sign=06zcwd
CETV1,http://114.55.117.163:8081/iptv/itv.php?id=中国教育电视台1.m3u8&sign=06zcwd
CETV1,http://beijinglive.online.domybox.com:91/live/CETV1hd-8M/live.m3u8$鹏博士

CETV2,https://vip.taoiptv.cn/source/jsyd.php?id=G_CETV-2.m3u8&sign=06zcwd
CETV2,http://beijinglive.online.domybox.com:91/live/CETV2-1500k/live.m3u8$鹏博士

CETV3,https://vip.taoiptv.cn/source/jsyd.php?id=G_CETV-3.m3u8&sign=06zcwd
CETV3,http://beijinglive.online.domybox.com:91/live/CETV3-1500k/live.m3u8$鹏博士

CETV4,https://vip.taoiptv.cn/source/itv.php?id=中国教育电视台4.m3u8&sign=06zcwd
CETV4,http://114.55.117.163:8081/iptv/itv.php?id=中国教育电视台4.m3u8&sign=06zcwd
CETV4,http://beijinglive.online.domybox.com:91/live/CETV4-1500k/live.m3u8$鹏博士

CCTV兵器科技,https://vip.taoiptv.cn/source/gzyx.php?id=a0e5ccb15677fd5ecb6bfe15eeae94aa.m3u8&sign=06zcwd
CCTV兵器科技,https://vip.taoiptv.cn/source/ysp.php?id=cctv-bingqikeji.m3u8&sign=06zcwd
CCTV兵器科技,https://vip.taoiptv.cn/source/jsyd.php?id=G_BINGQIKJ-CQ.m3u8&sign=06zcwd

CCTV第一剧场,https://vip.taoiptv.cn/source/gzyx.php?id=155774022270441e808f7fe34a461113.m3u8&sign=06zcwd
CCTV第一剧场,https://vip.taoiptv.cn/source/ysp.php?id=cctv-diyijuchang.m3u8&sign=06zcwd

CCTV风云剧场,https://vip.taoiptv.cn/source/gzyx.php?id=28b3dfac03626525db867cfe5efa6c08.m3u8&sign=06zcwd
CCTV风云剧场,https://vip.taoiptv.cn/source/ysp.php?id=cctv-fengyunjuchang.m3u8&sign=06zcwd
CCTV风云剧场,https://vip.taoiptv.cn/source/jsyd.php?id=G_FENGYUNJC-CQ.m3u8&sign=06zcwd

CCTV风云音乐,https://vip.taoiptv.cn/source/gzyx.php?id=55aa4e6799e5cf2e016d25ea298df515.m3u8&sign=06zcwd
CCTV风云音乐,https://vip.taoiptv.cn/source/ysp.php?id=cctv-fengyunyinyue.m3u8&sign=06zcwd
CCTV风云音乐,https://vip.taoiptv.cn/source/jsyd.php?id=G_FENGYUNYY-CQ.m3u8&sign=06zcwd

CCTV风云足球,https://vip.taoiptv.cn/source/gzyx.php?id=9a4447cf2f6ad5e48a273929e3e12d79.m3u8&sign=06zcwd
CCTV风云足球,https://vip.taoiptv.cn/source/ysp.php?id=cctv-fengyunzuqiu.m3u8&sign=06zcwd
CCTV风云足球,https://vip.taoiptv.cn/source/jsyd.php?id=G_FENGSHANGZQ-CQ.m3u8&sign=06zcwd

CCTV高尔夫网球,https://vip.taoiptv.cn/source/gzyx.php?id=739c8947f3ae1fff32001ea966c2fb0d.m3u8&sign=06zcwd
CCTV高尔夫网球,https://vip.taoiptv.cn/source/ysp.php?id=cctv-gaoerfuwangqiu.m3u8&sign=06zcwd
CCTV高尔夫网球,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-GOLF-CQ.m3u8&sign=06zcwd

CCTV怀旧剧场,https://vip.taoiptv.cn/source/gzyx.php?id=7a2b1c83b212fa4e2a68ce0c1c25c9f0.m3u8&sign=06zcwd
CCTV怀旧剧场,https://vip.taoiptv.cn/source/ysp.php?id=cctv-huaijiujuchang.m3u8&sign=06zcwd
CCTV怀旧剧场,https://vip.taoiptv.cn/source/jsyd.php?id=G_HUAIJIUJC-CQ.m3u8&sign=06zcwd

CCTV女性时尚,https://vip.taoiptv.cn/source/ysp.php?id=cctv-nvxingshishang.m3u8&sign=06zcwd
CCTV女性时尚,https://vip.taoiptv.cn/source/jsyd.php?id=G_NVXINGSS-CQ.m3u8&sign=06zcwd

CCTV世界地理,https://vip.taoiptv.cn/source/gzyx.php?id=6e407aeb2256f118cbc7500efb69ea37.m3u8&sign=06zcwd
CCTV世界地理,https://vip.taoiptv.cn/source/ysp.php?id=cctv-shijiedili.m3u8&sign=06zcwd
CCTV世界地理,https://vip.taoiptv.cn/source/jsyd.php?id=G_SHIJIEDL-CQ.m3u8&sign=06zcwd

CCTV卫生健康,https://vip.taoiptv.cn/source/gzyx.php?id=d123a2c9a596930753a983f982e3e6fd.m3u8&sign=06zcwd
CCTV卫生健康,https://vip.taoiptv.cn/source/ysp.php?id=cctv-weishengjiankang.m3u8&sign=06zcwd

CCTV文化精品,https://vip.taoiptv.cn/source/gzyx.php?id=df2c3d5ea40de75807e926c8764da0d0.m3u8&sign=06zcwd
CCTV文化精品,https://vip.taoiptv.cn/source/ysp.php?id=cctv-wenhuajingpin.m3u8&sign=06zcwd
CCTV文化精品,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-WENHUA-CQ.m3u8&sign=06zcwd

CCTV央视台球,https://vip.taoiptv.cn/source/gzyx.php?id=db5ba3a40c2d5867978cc2db30f662a9.m3u8&sign=06zcwd
CCTV央视台球,https://vip.taoiptv.cn/source/ysp.php?id=cctv-yangshitaiqiu.m3u8&sign=06zcwd
CCTV央视台球,https://vip.taoiptv.cn/source/jsyd.php?id=G_TAIQIU-CQ.m3u8&sign=06zcwd

CCTV电视指南,https://vip.taoiptv.cn/source/ysp.php?id=cctv-dianshizhinan.m3u8&sign=06zcwd
CCTV电视指南,https://vip.taoiptv.cn/source/jsyd.php?id=G_DIANSHIZN-CQ.m3u8&sign=06zcwd

卫视,#genre#
安徽卫视,http://zhixiao.outside.live.pthv.gitv.tv/live/AHWShd-8M/live.m3u8
安徽卫视,https://vip.taoiptv.cn/source/gitv.php?id=AHWShd-8M.m3u8&sign=06zcwd
安徽卫视,https://vip.taoiptv.cn/source/gzyx.php?id=bbe500382f3ee26a529e6e27f7f2935c.m3u8&sign=06zcwd
安徽卫视,https://vip.taoiptv.cn/source/itv.php?id=安徽卫视50FPS.m3u8&sign=06zcwd$50FPS
安徽卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_ANHUI-HD-265-8M.m3u8&sign=06zcwd
安徽卫视,http://114.55.117.163:8081/iptv/gitv.php?id=AHWShd-8M.m3u8&sign=06zcwd
安徽卫视,http://114.55.117.163:8081/iptv/itv.php?id=安徽卫视50FPS.m3u8&sign=06zcwd$50FPS
安徽卫视,http://beijinglive.online.domybox.com:91/live/AHWShd-8M/live.m3u8$鹏博士

北京卫视,http://zhixiao.outside.live.pthv.gitv.tv/live/BJWShd-8M/live.m3u8
北京卫视,https://vip.taoiptv.cn/source/gitv.php?id=BJWShd-8M.m3u8&sign=06zcwd
北京卫视,https://vip.taoiptv.cn/source/gzyx.php?id=ebbfea54712e740cd1fc0d3b36873d52.m3u8&sign=06zcwd
北京卫视,https://vip.taoiptv.cn/source/itv.php?id=北京卫视HEVC.m3u8&sign=06zcwd$HEVC
北京卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_BEIJING-HD-265-8M.m3u8&sign=06zcwd
北京卫视,http://114.55.117.163:8081/iptv/gitv.php?id=BJWShd-8M.m3u8&sign=06zcwd
北京卫视,http://114.55.117.163:8081/iptv/itv.php?id=北京卫视HEVC.m3u8&sign=06zcwd$HEVC
北京卫视,http://beijinglive.online.domybox.com:91/live/BJWShd-8M/live.m3u8$鹏博士

兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
兵团卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_BINGTUAN.m3u8&sign=06zcwd
兵团卫视,http://beijinglive.online.domybox.com:91/live/BTWS-1500k/live.m3u8$鹏博士

重庆卫视,http://zhixiao.outside.live.pthv.gitv.tv/live/CQWShd-8M/live.m3u8
重庆卫视,https://vip.taoiptv.cn/source/gitv.php?id=CQWShd-8M.m3u8&sign=06zcwd
重庆卫视,https://vip.taoiptv.cn/source/gzyx.php?id=4491a96771fb324b6469a9ac6e25f5b9.m3u8&sign=06zcwd
重庆卫视,https://vip.taoiptv.cn/source/itv.php?id=重庆卫视HEVC.m3u8&sign=06zcwd$HEVC
重庆卫视,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-chongqingstv.m3u8&sign=06zcwd
重庆卫视,http://114.55.117.163:8081/iptv/gitv.php?id=CQWShd-8M.m3u8&sign=06zcwd
重庆卫视,http://114.55.117.163:8081/iptv/itv.php?id=重庆卫视HEVC.m3u8&sign=06zcwd$HEVC
重庆卫视,http://beijinglive.online.domybox.com:91/live/CQWShd-8M/live.m3u8$鹏博士

东方卫视,http://zhixiao.outside.live.pthv.gitv.tv/live/DFWShd-8M/live.m3u8
东方卫视,https://vip.taoiptv.cn/source/gitv.php?id=DFWShd-8M.m3u8&sign=06zcwd
东方卫视,https://vip.taoiptv.cn/source/itv.php?id=上海东方卫视50FPS.m3u8&sign=06zcwd$50FPS
